id,sentence,isIssue,isAlternative,isPro,isCon,isDecision,,
629,"What's interesting is that we can tweak these variables in response to the the current value (and gradient) of function f. This means an adaptive algorithm could (examples):

react to temporary external system load (for example pausing some merge threads if it observes a drop in throughput),


find out the sweet spot of how many merge threads there can be without saturating I/O (no need to detect SSD vs. spindle; we just want to maximize f – the optimal number of merge threads would emerge by itself from looking at the data).",0,1,0,0,0,,
630,"Now the big question is what this algorithm should look like, of course.",1,0,0,0,0,,
631,The options vary from relatively simple hand-written rule-based heuristics to an advanced black-box with either pre-trained or adaptive machine learning algorithms.,0,1,0,0,0,,
632,"I have an application that has just one of the objectives of function f (we need to quickly merge a large set of segments, optimally without knowing or caring what the underlying disk hardware/ disk buffers are).",0,1,0,0,0,,
633,I'll report my impressions once I have it done.,0,0,0,0,0,,
634,I think auto-tuning merge thread count would be a great addition!,0,1,1,0,0,,
635,I know.,0,0,0,0,0,,
636,"It would take a lot of manual tuning or detection (ssd vs. non-ssd vs. hybrid vs. large mem disk buffers, etc.)",0,0,0,1,0,,
637,off the map.,0,0,1,0,0,,
638,And it could gracefully play with other components of the system without clogging everything (like ionice).,0,0,1,0,0,,
639,We'll see.,0,0,0,0,0,,
640,Bulk close after 5.0 release.,0,0,0,0,1,,
641,Patch against branch_5x,0,1,0,0,0,,
642,Oops.,0,0,0,0,0,,
643,Here is the real patch against branch_5x.,0,1,0,0,0,,
644,"+1, looks good.",0,0,1,0,0,,
645,"Commit 1636025 from Ryan Ernst in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1636025 ]
LUCENE-6043: Fix backcompat support for UAX29URLEmailTokenizer",0,0,0,0,0,,
646,"Commit 1636074 from Ryan Ernst in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1636074 ]
LUCENE-6043: Forgot to svn add the new file",0,0,0,0,0,,
647,Bulk close after 5.0 release.,0,0,0,0,1,,
648,Committed to trunk and branch_5x.,0,0,0,0,1,,
649,"Thanks again for reporting, Ilia Sretenskii!",0,0,0,0,0,,
650,"Unfortunately I can not help you with that, guys.",0,0,0,0,0,,
651,My experience is limited with Apache Maven and I honestly have no idea about how Apache Ant and Apache Ivy work at all.,0,0,0,0,0,,
652,"Isn't that just too many of different dependency managers to mess with, that are causing their own conflicts troubles?",0,0,0,1,0,,
653,+1 for backport to 4.10.x,0,0,1,0,0,,
654,Reopening to backport to the 4.10 branch,0,0,0,0,1,,
655,Committed to lucene_solr_4_10.,0,0,0,0,1,,
656,Thanks Jan. - Steve,0,0,0,0,0,,
657,updated description with work around for older sources,0,0,0,0,1,,
658,Can you post a test case which fails with this exception?,0,0,0,0,0,,
659,"I'm afraid that would be very hard as it is not easily reproducible, and I am not able to provide you with my production index.",0,0,0,0,0,,
660,Basically what I do is I'm calling DrillSideways search method with boolean query like (+field:term1 + field:term2 +field:term3 +field:term4 -field:term5) and drilldown on one facet dimension.,0,1,0,0,0,,
661,"Of 26 segments that my index have, only one is coming with NullPointerException.",1,0,0,0,0,,
662,"If I send 4 instead of 5 terms, it works properly.",1,0,0,0,0,,
663,"Also if I leave out the NOT term, it works with any number of terms.",1,0,0,0,0,,
664,I'm sorry I couldn't be of more help.,0,0,0,0,0,,
665,If you tell me where to look and how to debug I can do it and post the results.,0,0,0,0,0,,
666,"I think we just need to find out why is that scorer not initialized, or we could default the cost to 0 (in DrillSidewaysScorer) if there is null pointer exception .",1,1,0,0,0,,
667,"In any way, this unchecked exception should probably be caught somewhere.",1,0,0,0,0,,
668,"If ReqExclScorer has a null 'req' part, then something in the logic of BooleanWeight.",1,0,0,0,0,,
669,ok I see the bug.,0,0,0,0,0,,
670,"ReqExclScorer can indeed be buggy here, because it marks 'req' as null for 'exhausted'.",1,0,0,0,0,,
671,"So if you call cost() after that, you will get NPE.",0,1,0,0,0,,
672,We've been seeing this issue semi-regularly in our app.,1,0,0,0,0,,
673,We've been working around it so far by simplifying our queries to remove clauses (probably a good idea anyway) but we can never be sure our users won't find a way to break it!,0,1,1,1,0,,
674,"this bug was fixed on trunk when reqScorer was modified to no longer be set to null
this patch is against 5.0, where ReqScorer can hit NPE if cost is called after nextDoc
patch includes test and fix to call cost before nextDoc",0,0,0,0,1,,
675,"Commit 1662673 from Michael McCandless in branch 'dev/branches/lucene_solr_4_10'
[ https://svn.apache.org/r1662673 ]
LUCENE-6001: DrillSideways hits NullPointerException for some BooleanQuery searches",0,0,0,0,0,,
676,"Commit 1662674 from Michael McCandless in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1662674 ]
LUCENE-6001: DrillSideways hits NullPointerException for some BooleanQuery searches",0,0,0,0,0,,
677,Thank you Dragan and jane!,0,0,0,0,0,,
678,"Commit 1662681 from Michael McCandless in branch 'dev/trunk'
[ https://svn.apache.org/r1662681 ]
LUCENE-6001: DrillSideways hits NullPointerException for some BooleanQuery searches",0,0,0,0,0,,
679,"Commit 1662728 from Michael McCandless in branch 'dev/branches/lucene_solr_4_10'
[ https://svn.apache.org/r1662728 ]
LUCENE-6001: null check was backwards",0,0,0,0,0,,
680,"Commit 1662732 from Michael McCandless in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1662732 ]
LUCENE-6001: null check was backwards",0,0,0,0,0,,
681,"Commit 1662733 from Michael McCandless in branch 'dev/trunk'
[ https://svn.apache.org/r1662733 ]
LUCENE-6001: null check was backwards",0,0,0,0,0,,
682,Bulk close for 4.10.4 release,0,0,0,0,1,,
683,"GitHub user andyetitmoves opened a pull request:
 https://github.com/apache/lucene-solr/pull/96
    Explicitly stop beast from running on top-level modules
    Patch for LUCENE-5968
You can merge this pull request into a Git repository by running:
    $ git pull https://github.com/bloomberg/lucene-solr trunk-beast-error
Alternatively you can review and apply these changes as the patch at:
 https://github.com/apache/lucene-solr/pull/96.patch
To close this pull request, make a commit to your master/trunk branch
with (at least) the following in the commit message:
    This closes #96

commit 79578f7cd4825d3d0d6700c4ec5581374216ac6f
Author: Ramkumar Aiyengar <andyetitmoves@gmail.com>
Date:   2014-09-21T07:33:59Z
    Explicitly stop beast from running on top-level modules",0,0,0,0,0,,
684,"Uwe Schindler, Hoss Man: The pull request above has changes suggested by both, could you check and commit?",0,0,0,0,0,,
685,"Github user uschindler commented on the pull request:
 https://github.com/apache/lucene-solr/pull/96#issuecomment-56595072
    Hi, see comments on https://issues.apache.org/jira/browse/LUCENE-5968 !",0,0,0,0,0,,
686,Done..,0,0,0,0,0,,
687,"Hey Uwe Schindler, I have addressed your comments, could this be merged in?",0,0,0,0,0,,
688,Thanks!,0,0,0,0,0,,
689,"Sorry,
I missed this issue.",0,0,0,0,0,,
690,I will commit in a moment.,0,0,0,0,1,,
691,Sorry.,0,0,0,0,0,,
692,Uwe,0,0,0,0,0,,
693,"Commit 1642488 from Uwe Schindler in branch 'dev/trunk'
[ https://svn.apache.org/r1642488 ]
LUCENE-5968: Improve error message when 'ant beast' is run on top-level modules
This closes #96",0,0,0,0,0,,
694,"Commit 1642489 from Uwe Schindler in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1642489 ]
Merged revision(s) 1642488 from lucene/dev/trunk:
LUCENE-5968: Improve error message when 'ant beast' is run on top-level modules
This closes #96",0,0,0,0,0,,
695,"Github user asfgit closed the pull request at:
 https://github.com/apache/lucene-solr/pull/96",0,0,0,0,0,,
696,Bulk close after 5.0 release.,0,0,0,0,1,,
697,1,0,0,1,0,0,,
698,"Patch requiring resourceDescription (either datainput, or string).",0,1,0,0,0,,
699,We had quite a few places missing this.,1,0,0,0,0,,
700,+1 for this!,0,0,1,0,0,,
701,"+1, looks awesome.",0,0,1,0,0,,
702,"Commit 1626372 from Robert Muir in branch 'dev/trunk'
[ https://svn.apache.org/r1626372 ]
LUCENE-5965: CorruptIndexException requires a String or DataInput resource",0,0,0,0,0,,
703,"Commit 1626375 from Robert Muir in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1626375 ]
LUCENE-5965: CorruptIndexException requires a String or DataInput resource",0,0,0,0,0,,
704,Bulk close after 5.0 release.,0,0,0,0,1,,
705,Patch with suggested changes.,0,1,0,0,0,,
706,"Thanks Markus, looks great, I'll commit shortly.",0,0,1,0,0,,
707,"Commit 1626241 from Michael McCandless in branch 'dev/trunk'
[ https://svn.apache.org/r1626241 ]
LUCENE-5963: more efficient AnalyzingSuggester.replaceSep",0,0,0,0,0,,
708,"Commit 1626242 from Michael McCandless in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1626242 ]
LUCENE-5963: more efficient AnalyzingSuggester.replaceSep",0,0,0,0,0,,
709,Thanks Markus!,0,0,0,0,0,,
710,Bulk close after 5.0 release.,0,0,0,0,1,,
711,"Patch, starting from Vitaly's test case (thank you!)",0,1,0,0,0,,
712,"and folding into Lucene's tests ... it fails with this on trunk:

1) testReopenReaderToOlderCommit(org.apache.lucene.index.TestDirectoryReaderReopen)
java.lang.IllegalStateException: same segment _0 has invalid changes; likely you are re-opening a reader after illegally removing index files yourself and building a new index in their place.",1,0,0,0,0,,
713,"Use IndexWriter.deleteAll or OpenMode.CREATE instead
	at __randomizedtesting.SeedInfo.seed([D3F22B13D5839643:931C8A9673D003F4]:0)
	at org.apache.lucene.index.StandardDirectoryReader.open(StandardDirectoryReader.java:190)
	at org.apache.lucene.index.StandardDirectoryReader.doOpenIfChanged(StandardDirectoryReader.java:323)
	at org.apache.lucene.index.StandardDirectoryReader$2.doBody(StandardDirectoryReader.java:317)
	at org.apache.lucene.index.SegmentInfos$FindSegmentsFile.run(SegmentInfos.java:649)
	at org.apache.lucene.index.StandardDirectoryReader.doOpenFromCommit(StandardDirectoryReader.java:312)
	at org.apache.lucene.index.StandardDirectoryReader.doOpenNoWriter(StandardDirectoryReader.java:308)
	at org.apache.lucene.index.StandardDirectoryReader.doOpenIfChanged(StandardDirectoryReader.java:259)
	at org.apache.lucene.index.DirectoryReader.openIfChanged(DirectoryReader.java:137)
	at org.apache.lucene.index.TestDirectoryReaderReopen.testReopenReaderToOlderCommit(TestDirectoryReaderReopen.java:824)",1,0,0,0,0,,
714,Patch: I think the use-case is cool and it should be supported: its just adding an 'if' and removing the current exception (which is geared at protecting some user who manually rm -rf's files from their index.),0,1,1,0,0,,
715,I improved the test a bit to ensure that cores are shared and also tested the dv updates case.,0,1,1,0,0,,
716,"Thanks Rob, patch looks great, except: I think we can keep the illegalDocCountChange safety?",0,0,1,1,0,,
717,I think I could make a test case to trip that ...,0,1,0,0,0,,
718,Can you make a test change to trip it without manually removing files from your index?,0,0,0,0,0,,
719,Can you make a test change to trip it without manually removing files from your index?,0,0,0,0,0,,
720,"I don' t think so ... the only way I know of this happening is if an app has a reader open, then removes the index, rebuilds it, then tries to openIfChanged the reader.",0,1,0,1,0,,
721,"We can remove the defensive safety if you really want to, but we put it in last time when this happened and it sure looked like index corruption... it's nice not to have false scares even if the app is doing something it shouldn't...",0,1,0,1,0,,
722,"Yes, I really want to.",0,0,1,0,0,,
723,"We can't let such abuse prevent real features, thats just wrong.",0,0,0,1,0,,
724,"If you want safety against deleting files, maybe look at NIO.2 WatchService.",0,1,0,0,0,,
725,This is general and would give you notification when such things happen rather than having a hack for one particular user's mistake.,0,1,1,0,0,,
726,"We can remove the defensive safety if you really want to, but we put it in last time when this happened and it sure looked like index corruption
It is index corruption though.",0,1,0,1,0,,
727,The user went and manually corrupted their index.,0,0,0,0,0,,
728,Why hide that Mike?,0,0,0,1,0,,
729,"Michael,
Your updated patch definitely fixes the issue.",0,0,1,0,0,,
730,"But I just wanted to understand why deletes are so special, in that - if I don't have any buffered deletes for the segment, but new documents only, the reused reader instance won't pick them up, even without the fix in place.",1,0,0,0,0,,
731,This is because liveDocs won't capture unflushed doc ids?,1,0,0,0,0,,
732,"Woops, this almost dropped past the event horizon of my TODO list.",0,0,0,0,0,,
733,"I modernized the patch, and was able to improve how effective its check is, by switching to comparing segment IDs (a very good check that the segments changed on disk) vs what the patch used to do, comparing maxDoc.",0,1,1,0,0,,
734,"Commit 664e39292bd0a90ed6f20debc872ab74a1d7294f in lucene-solr's branch refs/heads/master from Mike McCandless
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=664e392 ]
LUCENE-5931: detect when segments were (illegally) replaced when re-opening an IndexReader",0,0,0,0,0,,
735,"Commit 6b0b119074f4cd32adc2388fbcc01f2aa70c7d5d in lucene-solr's branch refs/heads/branch_6x from Mike McCandless
[ https://git-wip-us.apache.org/repos/asf?p=lucene-solr.git;h=6b0b119 ]
LUCENE-5931: detect when segments were (illegally) replaced when re-opening an IndexReader",0,0,0,0,0,,
736,Thanks Adrien Grand for pinging me about this almost lost issue!,0,0,0,0,0,,
737,Bulk close resolved issues after 6.2.0 release.,0,0,0,0,1,,
738,Here is a simple patch.,0,1,0,0,0,,
739,Looks good.,0,0,1,0,0,,
740,FWIW CharTermAttribute.java has some optimizations for this method.,0,1,1,0,0,,
741,Maybe if they are really useful we should see if we can pull them out into static methods.,0,1,1,0,0,,
742,"Thanks Uwe, I'll fix before committing, what a crazy requirement!",0,0,0,0,0,,
743,There are potential things to share with CharTermAttributeImpl but I'd rather leave it to another issue as it has some pitfalls as noted.,0,0,0,1,0,,
744,"Commit 1618625 from Adrien Grand in branch 'dev/trunk'
[ https://svn.apache.org/r1618625 ]
LUCENE-5892: CharsRefBuilder implements Accountable.",0,0,0,0,0,,
745,"Commit 1618627 from Adrien Grand in branch 'dev/branches/branch_4x'
[ https://svn.apache.org/r1618627 ]
LUCENE-5892: CharsRefBuilder implements Accountable.",0,0,0,0,0,,
746,"Commit 1618628 from Adrien Grand in branch 'dev/trunk'
[ https://svn.apache.org/r1618628 ]
LUCENE-5892: Missed the covariant return type.",0,0,0,0,0,,
747,"Commit 1618629 from Adrien Grand in branch 'dev/branches/branch_4x'
[ https://svn.apache.org/r1618629 ]
LUCENE-5892: Missed the covariant return type.",0,0,0,0,0,,
748,Thanks!,0,0,0,0,0,,
749,"BTW: Typical example is StringBuilder itsself: It implements Appendable, but also uses covariant return type: http://docs.oracle.com/javase/7/docs/api/java/lang/StringBuilder.html#append(java.lang.CharSequence)",0,0,0,0,0,,
