@relation rationale
@attribute sentence string
@attribute isIssue {0,1}
@attribute isAlternative {0,1}
@attribute isPro {0,1}
@attribute isCon {0,1}
@attribute isDecision {0,1}
@data
'Ack, sorry, wrong bug, ignore previous comment.',0,0,0,0,0
"I'm reopening as confirmed.",0,0,0,0,1
'We could have smarty put a config file in the php conf.d as I described in my previous comment;',0,1,0,0,0
"I've just realized that my fix only works if include_path has already been set in php.ini.",0,1,0,1,0
'It seems that if include_path has not been explicitly set before conf.d/smarty.ini is included it causes a segfault.',0,1,0,1,0
'See http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=497453 for my report on the include_path initialisation / concatenation segfault problem.',0,1,0,0,0
"# There's a smarter way to do that\ntags 290176 - wontfix\nthanks\nAs explained in companion ticket in Ubuntu (https://bugs.launchpad.net/ubuntu/+source/smarty/+bug/44404) there's a simple way to do so by adding a .ini file in the conf.d dir of PHP5 (at least starting with PHP5.1, I think).",0,1,1,0,0
"Still it won't be possible though until bug #497453 is fixed.",0,0,0,1,0
'Hope this helps.',0,0,0,0,0
'P.S.',0,0,0,0,0
": wasn't tested for Samrty but for Zend framework (see https://bugs.launchpad.net/ubuntu/+source/zend-framework/+bug/220719).",0,0,0,1,0
'Best regards,\nOn Wed, Apr 13, 2005 at 03:38:52PM +0200, Dimitri Fontaine wrote:\n\n> # http://www.debian.org/doc/debian-policy/ch-files.html#s10.7.4\n> #  The maintainer scripts must not alter a conffile of any package,\n> #  including the one the scripts belong to.',0,0,0,0,0
'> tags 290176 +wontfix\n>\n> thank\n> --\n> Dimitri.',0,0,0,0,0
'> http://dim.tapoueh.org\n>\n> « Bon, puisque tout le monde a oublié son maillot, voilà ce que je vous\n> propose... »\n> \t-- Moïse\n>\n>',0,0,0,0,0
'Fine for me to fix for tribe 4, but not a release blocker.',0,0,0,0,0
"Couldn't we use a local version of www.google.com/firefox startpage?",0,1,0,0,0
'In Feisty, the homepage was useless after you had read it, and required to be change manually.',1,0,0,0,0
'Else, it could be nice if we provided on an Ubuntu welcome page a way to easily (i.e.',0,1,1,0,0
'with a click) set the homepage to some common ones.',0,1,0,0,0
'(Not for Gutsy, but later).',0,0,0,0,0
'Sorry, forget it, I was thinking of Firefox homepage.',0,0,0,0,0
'What a shame... :-)',0,0,0,0,0
'Is this also happening in thunderbird 1.5.0.13?',0,0,0,0,0
'not a beta blocker',0,0,0,0,0
'The 18 month support period for Gutsy Gibbon 7.10 has reached its end of life -\nhttp://www.ubuntu.com/news/ubuntu-7.10-eol .',0,0,0,0,0
'As a result, we are closing the\nGutsy task.',0,0,0,0,0
"I don't have this bug on Thunderbird 2.0.0.23 (Karmic), as long as I install the thunderbird-locale-fr package (but this is another bug: https://bugs.launchpad.net/ubuntu/+source/thunderbird-locales/+bug/280651 )",0,0,0,0,0
'Hi.',0,0,0,0,0
"I'm not sure I'm understanding you.",0,0,0,0,0
"What is 'pan'/'panning'?",0,0,0,0,0
'When the mouse cursor reaches the edge of the viewport, it automatically scrolls in the direction of the edge reached.',1,0,0,0,0
'For example, I am connecting into a 1280x1024 screen from a 1280x800 screen.',1,0,0,0,0
'Upon connection, the top 800 lines are visible.',1,0,0,0,0
'When I move the mouse cursor to the bottom edge of the screen, the view is automatically moved down making the lower part of the remote screen visible.',1,0,0,0,0
'keepalive ping',0,0,0,0,0
'pings are useless unless they come with a patch attached...',0,0,0,0,0
'I am a user, not a developer.',0,0,0,0,0
'If I could have written a patch, I would have.',0,0,0,0,0
'I was simply ensuring that the report did not time out.',0,0,0,0,0
"Right, setting to confirmed so it doesn't expire.",0,0,0,0,0
'Anyway, expiration is turned off for Ubuntu bugs (for now, it may change in the future).',0,0,0,0,0
'Sent upstream:\nhttp://bugzilla.gnome.org/show_bug.cgi?id=580387',0,0,0,0,0
'hello!',0,0,0,0,0
'there is a package  [1] for this RFP bug.',0,1,0,0,0
'maybe the packager is not interested in getting it into debian archive?',0,0,0,0,0
'best,\nPedro Silva\n[1] deb http://anarxia.dyndns.org/debian ./\ndeb-src http://anarxia.dyndns.org/debian ./',0,0,0,0,0
'On Wed, 2005-08-17 at 14:59 +0200, pedro silva wrote:\n\n> hello!',0,0,0,0,0
'>\n> there is a package  [1] for this RFP bug.',0,1,0,0,0
'> maybe the packager is not interested in getting it into debian archive?',0,0,0,0,0
"Probably Bruno Barrera (CC'ed), maintainer of xmame, is interested on\npackaging/sponsoring this?",0,0,0,0,0
'--\nDavid Moreno Garza  | http://www.damog.net/\n\xa0GPG: C671257D - 6EF6 C284 C95D 78F6 0B78 FFD3 981C 5FD7 C671 257D\n\xa0Signed mail welcome.',0,0,0,0,0
'Encrypted mail preferred.',0,0,0,0,0
'Hello,\nThis is an automatic mail sent to close the ITP you have reported or\nare involved with.',0,0,0,0,0
'Your ITP wnpp bug is being closed because of the following reasons:\n- It is, as of today, older than 365 days.',0,0,0,0,0
"- It hasn't had any activity recently.",0,0,0,0,0
'As this is an automatic procedure, it could of course have something\nwrong and probably it would be closing some bugs that are not\nintended by owners and submitters (like you) to be closed, for\nexample if the ITP is still of your interest, or there has been\nsome kind of activity around it.',0,0,0,0,0
'In that case, please reopen the\nbug, do it, DO IT NOW!',0,0,0,0,0
"(I don't want to be blamed because of\nmass closing and not let people know that they can easily reopen\ntheir bugs ;-).",0,0,0,0,0
'To re-open it, you simply have to mail \nwith a body text like this:\nreopen 155473\nthanks bts\nFurther comments on the work done in the bug sent to\n would be truly welcomed.',0,0,0,0,0
"Anyway, if you have any kind of problems when dealing with\nthe BTS, feel free to contact me and I'd be more than happy to help\nyou on this: .",0,0,0,0,0
'A similar process is being applied to other kind of wnpp bugs.',0,0,0,0,0
'Thanks for your cooperation,\n\xa0-- David Moreno Garza .',0,0,0,0,0
'GXMame is a gtk frontend to xmame, it makes it easier to use xmame.',0,1,1,0,0
'http://sourceforge.net/projects/gxmame/\nthanks',0,1,0,0,0
'I found a debian bug asking to package this application.',0,0,0,0,0
"Unfortunately there hasn't been any activity there since 24 Aug 2006.",0,0,0,0,0
'My packaging skills are still very limited to go for a new package so lets hope a more experienced packager takes the step.',0,0,0,0,0
"But I must say it's tempting :).",0,0,0,0,0
'Last Update: Apr 11 2005\nThe application does not appear to be under active development.',0,0,0,0,0
'This reduces the chances of someone packaging it.',0,0,0,0,0
'*** This is an automated message ***\nThis bug is tagged needs-packaging which identifies it as a request for a new package in Ubuntu.',0,0,0,0,0
'As a part of the managing needs-packaging bug reports specification, https://wiki.ubuntu.com/QATeam/Specs/NeedsPackagingBugs, all needs-packaging bug reports have Wishlist importance.',0,0,0,0,0
"Subsequently, I'm setting this bug's status to Wishlist.",0,0,0,0,0
'Thanks for the bug report.',0,0,0,0,0
'This particular bug has already been reported, but feel free to report any other bugs you find.',0,0,0,0,0
"Well, I really don't think this is an exact duplicate.",0,0,0,0,0
'262073 talks about a special key, found in special keyboards/laptops, being used for scrolling (i.e.',0,0,0,0,0
'page up and down; not back and forward).',0,0,0,0,0
'Here, the notion of back and forward is the one exhibited by, say, web browsers.',1,0,0,0,0
'My request, rather, is to make available:\n1.',0,0,0,0,0
'*Normal* key bindings for back and forward functionality, just as most PDF reader would have.',0,1,0,0,0
'For example Alt+Left, Alt+Right.',0,1,0,0,0
'2.',0,0,0,0,0
'Possibly a item in the Go menu\n3.',0,1,0,0,0
'And possibly remove or add new key bindings to the rotate page functionality\nBut, please feel free to categorize; I just wish to help make evince better :)',0,1,0,0,0
"I agree with Jeenu, it's not a duplicate, marking as confirmed, I would find that useful too",0,0,1,0,0
'The request is an upstream one and it would be nice if somebody having it could send the bug the to the people writting the software (https://wiki.ubuntu.com/Bugs/Upstream/GNOME)',0,0,0,0,0
'Sent upstream, adding bug watch',0,0,0,0,0
'I think this is two issues\n1) Add menu entries and accompanying  keybindings for existing functionality.',1,0,0,0,0
"I notice there is an 'autoscroll' feature which is also not in the menus.",1,0,0,0,0
'2)New History Feature (gnome-bugs #169903)',0,1,0,0,0
'This feature is really important',0,0,1,0,0
'I agree with ijk that evince should provide keybindings (customizable, if possible) for as many functionalities as possible, and least for:\n\xa0\xa0* navigating through the history,\n\xa0\xa0* reaching the page number field.',0,1,1,0,0
'Thanks!',0,0,0,0,0
'The download links are dead meanwhile.',0,0,0,0,0
'The links are dynamic.',0,0,0,0,0
'The source is linked from this page:\nhttp://packman.links2linux.org/package/ascal',0,0,0,0,0
'Grrr, there already was a package on getdeb.',0,0,0,0,0
'http://ascal.sourceforge.net/\nBut the sources are not available :/\nhttp://ftp.akl.lt/Linux/Ubuntu/getdeb/old/as/',0,0,0,0,0
'Starting from scratch.',0,0,0,0,0
'Package has been built for karmic.',0,0,0,0,1
'Published.',0,0,0,0,0
'Thanks.',0,0,0,0,0
'---------------\nascal (0.1.1-1~getdeb1) karmic; urgency=low\n\xa0\xa0* Initial release (LP: #337878)\n\xa0-- Christoph Korn   Sun, 22 Nov 2009 13:56:15 +0100',0,0,0,0,0
'*** This is an automated message ***\nThis bug is tagged needs-packaging which identifies it as a request for a new package in Ubuntu.',0,0,0,0,0
'As a part of the managing needs-packaging bug reports specification, https://wiki.ubuntu.com/QATeam/Specs/NeedsPackagingBugs, all needs-packaging bug reports have Wishlist importance.',0,0,0,0,0
"Subsequently, I'm setting this bug's status to Wishlist.",0,0,0,0,1
'Thanks for reporting this bug and any supporting documentation.',0,0,0,0,0
'This bug seems to be unrelated to Xorg, not sure exactly which component, but it is at least Gnome related.',1,0,0,0,0
'Changing to gnome-session.',0,0,0,0,1
"Since this bug has enough information provided for a developer to begin work, I'm going to mark it as confirmed and let them handle it from here.",0,0,0,0,0
'Thanks for taking the time to make Ubuntu better!',0,0,0,0,0
'What do you expect gnome-session to do about this in this case then?',0,0,0,0,0
"There are multiple components in your desktop session which won't work properly if there is no home directory (eg, dbus, gconf etc will all fail).",0,0,0,1,0
"It's not entirely clear what you expect to happen",0,0,0,0,0
"As a sidenote: ctrl+alt+backspace isn't supposed to work anymore.",0,0,0,0,1
'al least not by default, se: https://wiki.ubuntu.com/X/Config/DontZap',0,0,0,0,1
'Well, someone is welcome to work on the implementation they think is best, but there are probably more useful ways of investing time.',0,0,0,1,0
"I don't think this isn't something the desktop team will be spending any time on.",0,0,0,1,0
"How about this instead:\n\xa0\xa0\xa0\xa0Well, I'm sure there are a lot of novice programmers out there who\n\xa0\xa0\xa0\xa0would love to learn the process of how to integrate a new component\n\xa0\xa0\xa0\xa0into gnome-session, and this is an awesome opportunity for someone\n\xa0\xa0\xa0\xa0new to get their hands dirty.",0,0,0,0,0
"The desktop team's pretty busy, but we'll ask them if they know any\n\xa0\xa0\xa0\xa0programmers who might want to get a chance to contribute something\n\xa0\xa0\xa0\xa0useful to the project, without being part of the critical path.",0,0,0,0,0
'Thanks for taking the time to help make gnome-session a truly\n\xa0\xa0\xa0\xa0bulletproof infrastructure!',0,0,0,0,0
"...here's hoping...\n-pbr\nChris Coulson wrote:\n\n> Well, someone is welcome to work on the implementation they think is\n> best, but there are probably more useful ways of investing time.",0,0,0,0,0
"I don't\n> think this isn't something the desktop team will be spending any time\n> on.",0,0,0,0,0
'>\n> ** Changed in: gnome-session (Ubuntu)\n>    Importance: Low => Wishlist\n>\n> ** Changed in: gnome-session (Ubuntu)\n>        Status: Incomplete => New\n>\n> ** Changed in: gnome-session (Ubuntu)\n>      Assignee: Ubuntu Desktop Bugs (desktop-bugs) => (unassigned)\n>\n>',0,0,0,0,0
'(Lucid) When no home directories are present because of NFS problems it automatically logs out for me, giving no message.',1,0,0,0,0
'It might be a decent amount of work but it would be really nice if in case of no home directory Gnome would make a temporary home directory in /tmp, set home to $HOME variable to say /tmp/temphome/$USER and delete it when logging out(or on next login in case of crash/poweroff) and thow up a warning about nothing being saved permenenatly because your home directory could not be found.',0,1,1,1,0
"LinkedIn\n------------\nBug,\nI'd like to add you to my professional network on LinkedIn.",0,0,0,0,0
'- Paul\nPaul Reiber\nLinux Specialist at Rackspace Hosting\nSan Antonio, Texas Area\nConfirm that you know Paul Reiber:\nhttps://www.linkedin.com/e/r7oize-gzm0t1f8-37/isd/6236734999/ru5cB4dI/?hs=false&tok=2j5y3MnDYBB581\n--\nYou are receiving Invitation to Connect emails.',0,0,0,0,0
'Click to unsubscribe:\nhttp://www.linkedin.com/e/r7oize-gzm0t1f8-37/hj3buCiK7GXjnLzmVVsROEyKKArKVmIkLP59LzV/goo/516929%40bugs%2Elaunchpad%2Enet/20061/I2167185030_1/?hs=false&tok=0ujwnjDb4BB581\n\n(c) 2012 LinkedIn Corporation.',0,0,0,0,0
'2029 Stierlin Ct, Mountain View, CA 94043, USA.',0,0,0,0,0
'Thanks for the report.',0,0,0,0,0
"I'd open another two separate bugs for the context menu and the launcher positioning.",1,0,0,0,0
'edited bug description and opened new bugs as requested:\nbug 790714\nbug 790723',1,0,0,0,0
'Supposed to be only affecting Ayatana design so the unity entry is being marked invalid.',1,0,0,0,0
'I changed the bug to ayatana-design when I learned that it was a more appropriate category but then also changed the unity affections to invalid but later learned that those should stay the way they were.',0,0,0,0,0
"That's why I'm changing back the status to new.",0,0,0,0,0
'>>>The launcher can look like a crippled narwhal when used together with different themes.',1,0,0,0,0
'bug 711982\n\nFor any other issue report a new bug please.',1,0,0,0,0
'I have updated the description to refer to only one issue.',0,0,0,0,0
'setting to incomplete as we wait for the design feedback from the people involved in the design of Unity.',0,0,0,0,0
"Status changed to 'Confirmed' because the bug affects multiple users.",0,0,0,0,1
'There still is no power management support for nouveau, and no idea when that would change.',1,0,0,0,0
'I agree; my bug #1037388 (marked duplicate to this one) describes the same experience.',1,0,0,0,0
'There are a few machines for which this driver should be excluded by default.',0,1,0,0,0
'Well I think it is clearly an important issue, even if only some machines overheat to failure, almost all mobile machines with nvidia suffer from bad battery mileage and unneeded fan noise.',1,0,0,0,0
'Since I upgraded my ubuntu install and it reverted to the nuveau driver, my nvidia card regularly crashes due to overheating.',1,0,0,0,0
'More than once a day.',1,0,0,0,0
'This is a serious issue.',1,0,0,0,0
'It sometimes takes out not only X by the entire computer.',1,0,0,0,0
'Not to mention my electricity bills.',1,0,0,0,0
'Please fix.',0,0,0,0,0
'Nouveau fan management is now available in the linux kernel, but it is disabled by default for safety reasons.',0,0,0,0,1
'The developers are considering enabling it by default in the 3.12 kernel.',0,1,0,0,0
'In the meantime, see http://cgit.freedesktop.org/nouveau/linux-2.6/tree/Documentation/thermal/nouveau_thermal',0,1,0,0,0
"Don't they use symbolic icons already?",0,0,0,0,0
'The last time I checked with the messaging menu, it used a symbolic icon.',0,0,0,0,0
'I may be wrong, though.',0,0,0,0,0
'As for indicator-application, its the job of the individual app developers to provide symbolic icon, not indicator-application',0,1,0,1,0
