@relation rationale
@attribute sentence string
@attribute classification string
@data
'Ubuntu jaunty (development branch)\nRelease:\t9.04\nlspci:\n00:00.0 Host bridge: Intel Corporation Mobile 4 Series Chipset Memory Controller Hub (rev 07)\n00:01.0 PCI bridge: Intel Corporation Mobile 4 Series Chipset PCI Express Graphics Port (rev 07)\n00:1a.0 USB Controller: Intel Corporation 82801I (ICH9 Family) USB UHCI Controller #4 (rev 03)\n00:1a.1 USB Controller: Intel Corporation 82801I (ICH9 Family) USB UHCI Controller #5 (rev 03)\n00:1a.7 USB Controller: Intel Corporation 82801I (ICH9 Family) USB2 EHCI Controller #2 (rev 03)\n00:1b.0 Audio device: Intel Corporation 82801I (ICH9 Family) HD Audio Controller (rev 03)\n00:1c.0 PCI bridge: Intel Corporation 82801I (ICH9 Family) PCI Express Port 1 (rev 03)\n00:1c.1 PCI bridge: Intel Corporation 82801I (ICH9 Family) PCI Express Port 2 (rev 03)\n00:1c.5 PCI bridge: Intel Corporation 82801I (ICH9 Family) PCI Express Port 6 (rev 03)\n00:1d.0 USB Controller: Intel Corporation 82801I (ICH9 Family) USB UHCI Controller #1 (rev 03)\n00:1d.1 USB Controller: Intel Corporation 82801I (ICH9 Family) USB UHCI Controller #2 (rev 03)\n00:1d.2 USB Controller: Intel Corporation 82801I (ICH9 Family) USB UHCI Controller #3 (rev 03)\n00:1d.3 USB Controller: Intel Corporation 82801I (ICH9 Family) USB UHCI Controller #6 (rev 03)\n00:1d.7 USB Controller: Intel Corporation 82801I (ICH9 Family) USB2 EHCI Controller #1 (rev 03)\n00:1e.0 PCI bridge: Intel Corporation 82801 Mobile PCI Bridge (rev 93)\n00:1f.0 ISA bridge: Intel Corporation ICH9M LPC Interface Controller (rev 03)\n00:1f.2 SATA controller: Intel Corporation ICH9M/M-E SATA AHCI Controller (rev 03)\n00:1f.3 SMBus: Intel Corporation 82801I (ICH9 Family) SMBus Controller (rev 03)\n01:00.0 VGA compatible controller: nVidia Corporation GeForce 9300M GS (rev a1)\n02:00.0 Ethernet controller: Realtek Semiconductor Co., Ltd. RTL8111/8168B PCI Express Gigabit Ethernet controller (rev 02)\n03:00.0 Network controller: Intel Corporation PRO/Wireless 5100 AGN [Shiloh] Network Connection\nlsusb:\nBus 002 Device 002: ID 10f1:1a09\nBus 002 Device 001: ID 1d6b:0002 Linux Foundation 2.0 root hub\nBus 008 Device 001: ID 1d6b:0001 Linux Foundation 1.1 root hub\nBus 007 Device 001: ID 1d6b:0001 Linux Foundation 1.1 root hub\nBus 006 Device 001: ID 1d6b:0001 Linux Foundation 1.1 root hub\nBus 005 Device 001: ID 1d6b:0001 Linux Foundation 1.1 root hub\nBus 001 Device 001: ID 1d6b:0002 Linux Foundation 2.0 root hub\nBus 004 Device 001: ID 1d6b:0001 Linux Foundation 1.1 root hub\nBus 003 Device 003: ID 03f0:171d Hewlett-Packard Wireless (Bluetooth + WLAN) Interface [Integrated Module]\nBus 003 Device 002: ID 138a:0001\nBus 003 Device 001: ID 1d6b:0001 Linux Foundation 1.1 root hub\nuname -a:\nLinux UMars 2.6.28-11-generic #41-Ubuntu SMP Wed Apr 8 04:39:23 UTC 2009 x86_64 GNU/Linux\nFirefox 3.0.8\nMozilla Firefox for Ubuntu...','irrelevant'
'What I have to post to make this bug not incomplete?','irrelevant'
'PS: firefox freeze the system on this site too (only some times, after button click)!','relevant'
'!','irrelevant'
'I have the same problem.','relevant'
'But on any site.','relevant'
'It seems firefox but I am not sure.','relevant'
'http://www.toad-software.com/firefox/crashff.htm\nThis may be a related issue, it seems to happen when an animation/block of some sort occurs on top of a flash window.','relevant'
'Architecture: amd64\nDistroRelease: Ubuntu 9.04\nNonfreeKernelModules: nvidia\nPackage: firefox-3.0 3.0.8+nobinonly-0ubuntu3\nPackageArchitecture: amd64\nProcEnviron:\n\xa0SHELL=/bin/bash\n\xa0LANG=it_IT.UTF-8\nUname: Linux 2.6.28-11-generic x86_64\nUserGroups: adm admin cdrom dialout lpadmin plugdev sambashare','irrelevant'
'I think that this bug is not from firefox anymore...','relevant'
'I use a bluetooth mouse (Kensington), and the system crashes when I click a button, or simply navigate in some pages.','relevant'
"I have decided to try not using this mouse anymore, and using the touchpad of my laptop (HP pavilion dv3550el) or a mouse USB don't crash my system!!",'relevant'
'So, I think that the problem is in hald or bluetooth module (BlueZ), because I have used firefox for all the day (yesterday) with no problems and no crash!!','relevant'
'In my /var/log/messages I have found this line before any crash:\nPid: 3024, comm: hald-addon-stor Tainted: P           2.6.28-11-generic #41-Ubuntu\nIs this information useful to solve this problem?','irrelevant'
'Any chance you have a bluetooth video camera or are running on a sony notebook.','irrelevant'
'Can you search for BtwVdpCapFilter.dll on your hard drive and try to locate the crash logs by following the instructions attached.','irrelevant'
'http://kb.adobe.com/selfservice/viewContent.do?externalId=kb408620','irrelevant'
'https://bugzilla.mozilla.org/show_bug.cgi?id=486809 looks related.','irrelevant'
'marking as upstream target.','irrelevant'
'could you check whether disabling flash in tools->addons->plugins helps to not freeze?','relevant'
'I have the same problem too.','relevant'
'My system freezes when i browse on facebook.','relevant'
'I looked my system monitor/info and i found that firefox has allocated 920MB RAM(!!)','relevant'
'and the swap partition is active.','relevant'
'I think we have a huge memory leak here.','relevant'
'1.','irrelevant'
'Login to facebook (with firefox 3.0.9 - 3.0.10, ubuntu 9.04)\n2.','irrelevant'
'Open System > Administration > System Monitor   from gnome panel and look the memory allocation of Firefox\n3.','irrelevant'
'Click on Home button (at facebook) and repeat that 10-20 times\n4.','irrelevant'
'Look at memory allocation of Firefox','irrelevant'
'See if this driver update from Sony fixes your problems?','relevant'
'http://dlv.update.sony.net/pub/vaio/download/EP0000166578/EP0000166578.exe','relevant'
'The above is working with ext4 partition format.','relevant'
'*** Bug 510813 has been marked as a duplicate of this bug.','irrelevant'
'***','irrelevant'
'Still waiting for more information from the reporter.','irrelevant'
'We have not been able to reproduce this bug internally.','irrelevant'
"Well, my system doesn't (always) freeze upon browsing Facebook, but it's true that memory allocation shoots through the roof, and CPU usage goes up to >90%.",'relevant'
'This happens also on Firefox 3.5.','relevant'
'The strange thing is that neither memory allocation nor CPU usage are lowered even after closing Facebook (that is, if I manage to close it), so the system becomes pretty much unusable until I restart Firefox.','relevant'
'I found this thread because I am also experiencing memory issues when visiting Facebook and some other sites (LinkedIn.com is another) with Firefox 3.5 on Ubuntu 9.04.','relevant'
'Facebook is overall very slow, but certain pages in particular, such as friend search and photo galleries, take up so much memory that the browser becomes slow to the point where it is unusable, and may even freeze for long periods.','relevant'
'If I am lucky, I can close the tab and regain control.','relevant'
'Other times I have to kill the FireFox process.','relevant'
'I see this on a newly-installed CentOS 5.3, with firefox 3.0.14 and flash 10.0, on an x86_64.','relevant'
'The result is a system freeze wih blinking keyboard LEDs after a few minutes of poking around Facebook.','relevant'
'Curiously, the same configuration on an i386 box is perfectly happy at FB.','relevant'
"One other element:  on the x86_64 box, I'm running 32-bit firefox, so as not to have to worry about wrapping proprietary plugins (like flash).",'relevant'
'It happens irrespective of whether a webcam is installed.','relevant'
'Willing to be guided in testing.','irrelevant'
"Also, this apparently isn't a Gecko issue, as it doesn't affect Epiphany.",'relevant'
'In fact, after having visited and left Facebook on Fx, then visited it again on Epiphany, Firefox is at 75% CPU while Epiphany isonly at 12%.','relevant'
'Posters, are you able to reproduce that crash?','irrelevant'
'Can you provide a recent crash report?','irrelevant'
"I'm getting a similar thing here.",'relevant'
"It's mostly black rectangles randomly showing up, sometimes on the page I'm viewing, but sometimes replacing the status bar or other window elements as well.",'relevant'
'I tried to make screenshots several times, but hitting the print button always makes the artifacts go away.','relevant'
'As does moving the mouse or scrolling.','relevant'
"I'm also having similar issues with Firefox.",'relevant'
'When black rectangles show up over text, the the text appears to drawn in negative.','relevant'
'Black rectangles usually move or disappear when scrolling.','relevant'
'I am also experiencing this.','relevant'
'Flickering and black boxes appearing at random with Firefox.','relevant'
'Scrolling usually makes it disappear.','relevant'
'This happens even when Firefox is NOT in full screen mode and also happens with Compiz turned OFF.','relevant'
'Here is a screen shot of the flickering problem seen with Firefox.','irrelevant'
'Again, this happens even when Firefox is NOT in full screen mode and it happens with Compiz turned OFF.','relevant'
'Hope this helps in debugging the problem.','irrelevant'
'I have the same problem - have to scroll up then down again to get the area to repaint so I can see the page.','relevant'
'This affects any application using xulrunner, not just FireFox','relevant'
'Hi rupert-overall,\nPlease attach the output of `lspci -vvnn` and `dmesg`, and attach your /var/log/Xorg.0.log (and maybe Xorg.0.log.old) file from after reproducing this issue.','irrelevant'
"If you're using a custom /etc/X11/xorg.conf please attach that as well.",'irrelevant'
'[This is an automated message.','irrelevant'
'Apologies if it has reached you inappropriately; please just reply to this message indicating so.]','irrelevant'
'I have not tinkered with the xorg.conf file (it is very boring) - attached here anyway...','irrelevant'
'The attached files were generated after restarting (dots are present - as always).','irrelevant'
'Attached screenshot shows how the dots are larger than a single pixel and are not restricted to desktop/panel/window.','relevant'
'They are also present on the login screen in the same pattern.','relevant'
'I hope all this info helps...','irrelevant'
'This bug also showed up recently on my Intrepid desktop install with nvidia-glx-180.','relevant'
'I would also like to note that if I mouse click on the dots they blink.','relevant'
'This may be due to a screen redraw at the X layer.','relevant'
'Moving a window over the dots will also make them blink.','relevant'
