@relation rationale
@attribute sentence string
@attribute classification string
@data
'getFloat() - well, only one factory (NumericPayloadTokenFilterFactory) could use it now, but maybe add it for completeness?','relevant'
'I just remembered.','irrelevant'
'I think the reversewildcardfactory in solr has one of these too.','irrelevant'
"Patch fixing these minor nits:\n\nTestMappingCharFilterFactory's factory could switch to being instantiated using the charFilterFactory() method\nEdgeNgramTokenizerFactory's gram size constants are pulled from EdgeNgramTokenFilter instead of EdgeNgramTokenizer\nLimitTokenCountFilterFactory's maxTokenCount param should be required; this is a pre-existing problem though\nPatternTokenizerFactory's group param should use the getInt() method with a default of -1.",'relevant'
'Actually, I was wrong about LimitTokenCountFilterFactory - it already has a test in place to insure reporting of missing required maxTokenCount param.','relevant'
'Committing shortly.','irrelevant'
'Thanks Steve!','irrelevant'
'This patch adds more param parsing methods to AbstractAnalysisFactory, including get(), require(), getFloat(), getChar(), and getSet(), and changed all analysis factories to use them where appropriate.','relevant'
"I don't like the 4-arg required param getXXX() methods in AbstractAnalysisFactory - 4th param as false means required???",'relevant'
'- maybe these could be converted to getRequiredXXX() ?','relevant'
'I implemented these as require(), requireXXX(), etc.','relevant'
"Tests all pass, and precommit's happy.",'relevant'
'Committing shortly.','relevant'
'Thanks for cleaning this up Steve, much nicer.','relevant'
"I'd like to merge these commits back to 4.x if there are no objections.",'relevant'
'Closed after release.','relevant'
"here's one way we could improve it.",'relevant'
'There are probably other alternatives that might be better, too.','irrelevant'
'I only fixed one factory as its better to decide this before going thru all of them.','relevant'
'+1, patch looks good.','relevant'
'+1','relevant'
'I have fixed all the factories, but currently I just started fixing tests and adding tests for bogus parameters to all factories.','relevant'
'I added some helpers to BaseTokenStreamTestCase and fixed TestArabicFilters.java as a prototype...\nslow moving','relevant'
'updated patch: tests in analysis/common are done.','relevant'
"I'll look at the other analysis modules and solr tomorrow.",'irrelevant'
'+1','relevant'
'whew, made it thru the rest.','irrelevant'
'all tests pass.','relevant'
'Really nice de-cluttering in the tests.','relevant'
"I don't like the 4-arg required param getXXX() methods in AbstractAnalysisFactory - 4th param as false means required???",'relevant'
'- maybe these could be converted to getRequiredXXX() ?','relevant'
'I think AbstractAnalysisFactory could use additional param parsing methods:\n\nget(args, param [, default]) would be a nice addition for strings, instead of args.remove(), which looks different from all the other getXXX() methods.','relevant'
'Maybe also a version that takes a set of acceptable values, as well as a boolean for case insensitivity?','relevant'
'getEnum(args, param, Enum class [, default] ) - probably case insensitivity could be assumed?','relevant'
'getChar() should be pulled out of PathHierarchyTokenizerFactory, so that DelimitedPayloadTokenFilterFactory can use it.','relevant'
'getFloat() - well, only one factory (NumericPayloadTokenFilterFactory) could use it now, but maybe add it for completeness?','relevant'
"A few nits:\n\nTestMappingCharFilterFactory's factory could switch to being instantiated using the charFilterFactory() method\nEdgeNgramTokenizerFactory's gram size constants are pulled from EdgeNgramTokenFilter instead of EdgeNgramTokenizer\nLimitTokenCountFilterFactory's maxTokenCount param should be required; this is a pre-existing problem though\nPatternTokenizerFactory's group param should use the getInt() method with a default of -1.",'relevant'
'I can do the work if you agree with these.','irrelevant'
'Should we create a branch.','irrelevant'
'I also have some ideas to fix...','irrelevant'
"\nI don't like the 4-arg required param getXXX() methods in AbstractAnalysisFactory - 4th param as false means required???",'relevant'
'- maybe these could be converted to getRequiredXXX() ?','relevant'
'I think AbstractAnalysisFactory could use additional param parsing methods:\n    get(args, param [, default]) would be a nice addition for strings, instead of args.remove(), which looks different from all the other getXXX() methods.','relevant'
'Maybe also a version that takes a set of acceptable values, as well as a boolean for case insensitivity?','relevant'
'getEnum(args, param, Enum class [, default] ) - probably case insensitivity could be assumed?','relevant'
'getChar() should be pulled out of PathHierarchyTokenizerFactory, so that DelimitedPayloadTokenFilterFactory can use it.','relevant'
'getFloat() - well, only one factory (NumericPayloadTokenFilterFactory) could use it now, but maybe add it for completeness?','relevant'
"A few nits:\n    TestMappingCharFilterFactory's factory could switch to being instantiated using the charFilterFactory() method\n    EdgeNgramTokenizerFactory's gram size constants are pulled from EdgeNgramTokenFilter instead of EdgeNgramTokenizer\n    LimitTokenCountFilterFactory's maxTokenCount param should be required; this is a pre-existing problem though\n    PatternTokenizerFactory's group param should use the getInt() method with a default of -1.",'relevant'
'+1 to all of this!','relevant'
'\nShould we create a branch.','irrelevant'
'I also have some ideas to fix...\nWe can, or maybe just use trunk?','irrelevant'
"I don't think the patch makes these factories any worse.",'relevant'
"here's just where i am so far, just scavenging stored tests from where i can find.",'irrelevant'
'I still havent ported all the ones from .compressing package yet.','irrelevant'
'updated patch.','relevant'
'I think this is close... adrien do you know of any other tests we should steal and put in here?','irrelevant'
'Patch looks good!','relevant'
'+1','relevant'
'[trunk commit] Robert Muir\nhttp://svn.apache.org/viewvc?view=revision&revision=1457926\nLUCENE-4852: BaseStoredFieldsFormatTestCase','irrelevant'
'I committed this as a start.','relevant'
'Hopefully we add more test methods to this base class!','relevant'
'[branch_4x commit] Robert Muir\nhttp://svn.apache.org/viewvc?view=revision&revision=1457931\nLUCENE-4852: BaseStoredFieldsFormatTestCase','irrelevant'
'Closed after release.','relevant'
'[branch_4x commit] Tommaso Teofili\nhttp://svn.apache.org/viewvc?view=revision&revision=1448210\nLUCENE-4782 - backported fix to branch_4x','irrelevant'
'[trunk commit] Tommaso Teofili\nhttp://svn.apache.org/viewvc?view=revision&revision=1448207\nLUCENE-4782 - removed wrong line in build.xml','irrelevant'
"[trunk commit] Tommaso Teofili\nhttp://svn.apache.org/viewvc?view=revision&revision=1448204\nLUCENE-4782 - fixed SNBC docsWithClassSize initialization in case of codec doesn't support Terms#getDocCount",'irrelevant'
"thanks Robert, that may make sense but I'm not really sure as in 4.x we still support 3x codecs in general.",'relevant'
'Also I noticed that other methods used in the classification module that depend on the underlying codec may return -1 (unsupported).','relevant'
"I'll have a deeper look and see if it really make sense to 'fallback' such calls or either it'd be safer and reasonable to follow your suggestion.",'relevant'
'[trunk commit] Tommaso Teofili\nhttp://svn.apache.org/viewvc?view=revision&revision=1448932\nLUCENE-4782 - suppressing SNBC test for Lucene3x codec for now','irrelevant'
'[branch_4x commit] Tommaso Teofili\nhttp://svn.apache.org/viewvc?view=revision&revision=1448933\nLUCENE-4782 - suppressing SNBC test for Lucene3x codec for now','irrelevant'
'Closed after release.','relevant'
'I am fine with such a system property and also some code to warn user of several incompatible combinations, but I want to be able to run tests to find the problems behind the issue.','relevant'
"In my opinion, we should really warn users also on Solr startup, if they have jRockit (this JVM only works with Lucene if you pass -XnoOpt) or J9 (fails with Lucene 4.0+), so they don't corrumpt their index.",'relevant'
'Please note: Policeman Jenkins (before it was shot by some Generics Drug Dealer) was running JRockit with this JVM option.','irrelevant'
'Why does it need to be a system property, Hoss?','irrelevant'
"The test group annotations can be enabled/disabled via system properties and they also do display messages on assumption-ignored tests \x96 wouldn't this be enough to cover your use case?",'relevant'
"@SuspiciousJ9Shit\n@SuspiciousJRockitShit\n\n\nThe only problem I see is that these need to be provided statically \x96 if you need to detect them at runtime then I'd either need to change the code of the runner or we'd need to switch to assumptions inside a rule, for example.",'relevant'
